#Supplementary Table S2. Response of gene expression 48hr after induction of transcription factors in mouse ES cells
#All gene expression changes here are significant (FDR<=0.05 and fold change>1.5).
#Logratio is for average of Cy3/Cy5 (or Dox- vs Dox+ )
#Fold Change is logratio converted (i.e., 10**(logratio))

Transcription factor	Gene_symbol	Logratio(log10)	Fold change
Tcf4	Epha7	0.201	1.588
Tcfap2c	Epha7	-0.2184	0.6047
Zic1	Epha7	-0.2339	0.5835
Cdx2	Ephb1	0.786	6.109
Dmrt1	Ephb1	0.5669	3.688
Foxg1	Ephb1	0.8843	7.661
Klf4	Ephb1	0.6518	4.485
Nkx2-5	Ephb1	0.4799	3.019
Sox9	Ephb1	0.5991	3.972
Ascl1	Ephb2	0.3189	2.084
Ascl2	Ephb2	0.2552	1.799
Dlx3	Ephb2	0.2122	1.63
Eomes	Ephb2	0.2661	1.845
Gata2	Ephb2	0.6265	4.231
Gata3	Ephb2	0.563	3.655
Klf4	Ephb2	0.203	1.595
Nkx2-5	Ephb2	0.1768	1.502
Sox7	Ephb2	0.2067	1.609
Sox9	Ephb2	0.1889	1.544
Tcf3	Ephb2	0.2173	1.649
Ascl2	Ephb3	0.194	1.563
Eomes	Ephb3	0.3152	2.066
Esx1	Ephb3	0.2217	1.666
Foxc1	Ephb3	-0.1905	0.6449
Gata2	Ephb3	0.5124	3.253
Gata3	Ephb3	0.4398	2.752
Grhl2	Ephb3	0.1852	1.531
Jun	Ephb3	0.2271	1.686
Klf4	Ephb3	0.1827	1.523
Nkx2-5	Ephb3	0.3682	2.334
Sox7	Ephb3	0.1986	1.579
Sox9	Ephb3	0.7138	5.173
Tcf3	Ephb3	0.3832	2.416
Eomes	Ephb4	0.3168	2.073
Esx1	Ephb4	0.4067	2.55
Foxg1	Ephb4	0.2122	1.63
Klf4	Ephb4	-0.2039	0.6253
Sfpi1	Ephb4	-0.1828	0.6564
Sox9	Ephb4	0.2152	1.641
T	Ephb4	0.2689	1.857
Tbx5	Ephb4	0.2677	1.852
Tcf3	Ephb4	0.3102	2.042
Cdx2	Ephb6	0.3809	2.403
Dmrt1	Ephb6	0.4949	3.125
Foxl2	Ephb6	0.7016	5.03
Foxp3	Ephb6	0.2024	1.593
Nr5a2	Ephb6	0.2055	1.605
Sox11	Ephb6	0.2523	1.787
Sox2	Ephb6	0.2301	1.698
Tbx5	Ephb6	-0.1946	0.6388
Cdx2	Ephx1	-0.1936	0.6403
Fosl2	Ephx1	-0.186	0.6516
Foxg1	Ephx1	-0.2613	0.5478
Jun	Ephx1	-0.2608	0.5485
Klf4	Ephx1	0.419	2.624
Sox11	Ephx1	-0.3742	0.4224
Tgif1	Ephx1	-0.2089	0.6181
Ascl2	Ephx2	0.2288	1.693
Cdx2	Ephx2	-0.554	0.2792
Ctbp2	Ephx2	0.1818	1.519
Dlx3	Ephx2	-0.941	0.1145
Dmrt1	Ephx2	0.8234	6.658
Elf5	Ephx2	-0.314	0.4852
Eomes	Ephx2	-0.2099	0.6167
Esx1	Ephx2	-0.4266	0.3744
Foxa1	Ephx2	0.2339	1.713
Foxg1	Ephx2	-0.3856	0.4115
Foxl2	Ephx2	0.6216	4.184
Foxp3	Ephx2	-0.6897	0.2043
Gata2	Ephx2	-0.7717	0.1691
Gata3	Ephx2	-0.3121	0.4874
Gbx2	Ephx2	-0.2755	0.5302
Id1	Ephx2	0.1996	1.583
Jun	Ephx2	-0.2325	0.5854
Klf3	Ephx2	-0.2057	0.6227
Klf4	Ephx2	-0.655	0.2213
Klf9	Ephx2	0.2604	1.821
Myc	Ephx2	-0.2578	0.5523
Myod1	Ephx2	0.2179	1.651
Nkx2-5	Ephx2	-0.3989	0.3991
Pou5f1	Ephx2	-0.1951	0.6381
Sox11	Ephx2	-0.4012	0.397
Sox9	Ephx2	-0.3536	0.4429
Tcf3	Ephx2	-0.7517	0.1771
Tcfap2c	Ephx2	-0.1873	0.6496
Tcl1	Ephx2	-0.2479	0.565
Tgif1	Ephx2	-0.3362	0.4611
Zscan4c	Ephx2	0.4189	2.623
Etv3	Epm2a	-0.4198	0.3803
Gata2	Epm2a	0.4638	2.909
Gata3	Epm2a	0.4864	3.064
Klf4	Epm2a	0.7089	5.115
Esx1	Epm2aip1	0.3108	2.045
Foxg1	Epm2aip1	0.181	1.517
Sox9	Epm2aip1	0.2914	1.956
Foxg1	Epn2	-0.1764	0.6661
Klf4	Epn2	-0.1922	0.6423
Cdx2	Epo	-0.6445	0.2267
Dlx3	Epo	-0.3331	0.4644
Dmrt1	Epo	-0.2662	0.5417
Esx1	Epo	-0.398	0.3999
Gata2	Epo	-0.3233	0.475
Gata3	Epo	-0.3449	0.4519
Gbx2	Epo	-0.1813	0.6587
Irf2	Epo	-0.1847	0.6535
Klf4	Epo	-0.2109	0.6153
Myod1	Epo	-0.1942	0.6394
Otx2	Epo	-0.2126	0.6129
Sox9	Epo	-0.3673	0.4292
Tcf3	Epo	-0.4224	0.378
Cdx2	Epor	-0.2955	0.5064
Gata2	Epor	-0.4248	0.376
Gata3	Epor	-0.2652	0.543
Klf9	Epor	-0.2943	0.5078
Mef2c	Epor	-0.1795	0.6614
Tcl1	Epor	0.1874	1.539
Zscan4c	Epor	-0.2143	0.6105
Cdx2	Eppk1	-0.3863	0.4108
Dlx3	Eppk1	-0.2328	0.585
Dmrt1	Eppk1	-0.284	0.5199
Elf5	Eppk1	-0.2614	0.5477
Eomes	Eppk1	-0.2536	0.5576
Esx1	Eppk1	0.6174	4.143
Fosl2	Eppk1	0.2643	1.837
Gadd45a	Eppk1	0.2429	1.749
Klf4	Eppk1	0.534	3.419
Nkx2-5	Eppk1	0.6606	4.577
Pou5f1	Eppk1	0.2033	1.596
Sfpi1	Eppk1	0.2492	1.775
Sox2	Eppk1	-0.2467	0.5666
Sox9	Eppk1	0.3757	2.375
T	Eppk1	-0.2527	0.5588
Tbx5	Eppk1	-0.231	0.5874
Tcf3	Eppk1	0.39	2.454
Dmrt1	Eps15	0.2135	1.634
Klf3	Eps15	-0.2456	0.568
Bcl6	Eps8	-0.3783	0.4185
Cdx2	Eps8	-0.4079	0.3909
Dlx3	Eps8	-0.2113	0.6147
Dmrt1	Eps8	0.1988	1.58
Elf1	Eps8	-0.1813	0.6587
Elf5	Eps8	0.1917	1.554
Esx1	Eps8	-0.4185	0.3815
Nkx2-5	Eps8	-0.5587	0.2762
Otx2	Eps8	-0.251	0.561
Tcf3	Eps8	-0.4192	0.3808
Ascl1	Eps8l2	0.2471	1.766
Ascl2	Eps8l2	0.2261	1.683
Bcl6	Eps8l2	0.3412	2.193
Cdx2	Eps8l2	0.6103	4.076
Dlx3	Eps8l2	0.2093	1.619
Dmrt1	Eps8l2	0.5267	3.362
Eomes	Eps8l2	0.5057	3.204
Esx1	Eps8l2	1.0583	11.436
Fosl2	Eps8l2	0.2091	1.618
Foxa1	Eps8l2	0.5421	3.484
Foxc1	Eps8l2	0.7821	6.054
Foxg1	Eps8l2	0.226	1.682
Foxl2	Eps8l2	0.8946	7.845
Foxp3	Eps8l2	0.3291	2.133
Gata2	Eps8l2	0.7336	5.415
Gata3	Eps8l2	0.4608	2.889
Gbx2	Eps8l2	0.2779	1.896
Grhl2	Eps8l2	0.3402	2.188
Hnf4a	Eps8l2	0.2825	1.916
Jun	Eps8l2	0.4667	2.928
Myod1	Eps8l2	0.3274	2.125
Nkx2-5	Eps8l2	0.7966	6.26
Sox9	Eps8l2	0.2421	1.746
Tcf3	Eps8l2	0.7976	6.274
Tcfap2c	Eps8l2	0.3674	2.33
Zscan4c	Eps8l2	0.2886	1.943
Hnf4a	Eps8l3	1.0687	11.713
Cdx2	Epx	0.3251	2.113
Dmrt1	Epx	-0.5179	0.3034
Elf1	Epx	-0.2182	0.605
Eomes	Epx	-0.3339	0.4635
Esx1	Epx	-0.3385	0.4586
Foxa1	Epx	-0.4799	0.3312
Foxg1	Epx	-0.3578	0.4387
Foxp3	Epx	-0.1781	0.6635
Gadd45a	Epx	0.2256	1.681
Klf3	Epx	0.2201	1.659
Klf4	Epx	0.1929	1.559
Klf9	Epx	-0.4906	0.3231
Nkx2-5	Epx	0.2801	1.905
Nr2f2	Epx	-0.4613	0.3457
Sfpi1	Epx	-0.194	0.6397
Sox2	Epx	-0.4853	0.3271
Sox9	Epx	-0.3558	0.4407
Suz12	Epx	0.2077	1.613
Tcf3	Epx	-0.3614	0.4351
Zic1	Epx	0.1815	1.518
Bcl6	Eraf	0.3398	2.186
Gbx2	Eraf	0.594	3.926
Sox2	Eraf	1.2857	19.306
Ascl1	Erap1	0.4854	3.057
Ascl2	Erap1	0.3103	2.043
Cbx8	Erap1	-0.1949	0.6384
Cdyl2	Erap1	-0.2439	0.5702
Dlx3	Erap1	-0.4067	0.392
Dmrt1	Erap1	-0.5082	0.3103
Elf5	Erap1	0.3071	2.028
Eomes	Erap1	-0.268	0.5395
Esx1	Erap1	0.1818	1.519
Etv3	Erap1	-0.2833	0.5208
Fem1b	Erap1	-0.2633	0.5453
Fosl2	Erap1	-0.3317	0.4659
Foxg1	Erap1	-0.2266	0.5934
Foxl2	Erap1	-0.3302	0.4675
Foxp3	Erap1	-0.2268	0.5931
Gata2	Erap1	-0.5715	0.2682
Gata3	Erap1	-0.5848	0.2601
Gbx2	Erap1	-0.4057	0.3929
Hesx1	Erap1	-0.3042	0.4963
Hoxa2	Erap1	-0.2655	0.5426
Hoxa9	Erap1	-0.309	0.4909
Id1	Erap1	-0.3722	0.4244
Irf2	Erap1	0.6501	4.467
Jun	Erap1	-0.2518	0.56
Klf4	Erap1	-0.6941	0.2022
Mef2c	Erap1	-0.2089	0.6181
Msc	Erap1	0.4564	2.86
Myod1	Erap1	0.4153	2.601
Nkx2-5	Erap1	-0.2407	0.5745
Nr2f1	Erap1	-0.5061	0.3118
Nr2f2	Erap1	0.2579	1.81
Nrip1	Erap1	0.5188	3.302
Otx2	Erap1	0.5503	3.55
Sfpi1	Erap1	0.4669	2.93
Smad7	Erap1	-0.4201	0.3801
Sox15	Erap1	0.2295	1.696
Sox2	Erap1	-0.4012	0.397
Sox7	Erap1	-0.2275	0.5922
Sox9	Erap1	-0.2109	0.6153
T	Erap1	0.5105	3.239
Tcf4	Erap1	0.4252	2.661
Tcfap2c	Erap1	-0.2345	0.5827
Tcfcp2l1	Erap1	-0.2574	0.5528
Tgif1	Erap1	0.2156	1.642
Zic1	Erap1	0.3569	2.274
Zscan4c	Erap1	0.2376	1.728
Ascl1	Eras	-0.2145	0.6102
Ascl2	Eras	-0.3236	0.4746
Cdx2	Eras	-0.4833	0.3286
Dmrt1	Eras	-0.5639	0.2729
Elf5	Eras	-0.2535	0.5578
Esx1	Eras	-1.2294	0.0589
Foxp3	Eras	-0.5727	0.2674
Gata2	Eras	-1.1932	0.064
Gata3	Eras	-0.57	0.2691
Gbx2	Eras	-0.3146	0.4846
Hnf4a	Eras	-0.2879	0.5153
Hoxa2	Eras	0.2761	1.888
Jun	Eras	-0.3441	0.4527
Klf3	Eras	-0.2285	0.5908
Myod1	Eras	-0.1949	0.6384
Nkx2-5	Eras	-0.2224	0.5992
Nrip1	Eras	-0.7549	0.1758
Otx2	Eras	-0.2603	0.5491
Sox11	Eras	-0.3313	0.4663
Sox2	Eras	-0.1854	0.6525
Sox9	Eras	-0.6027	0.2496
Tcf3	Eras	-0.8771	0.1327
Tcf4	Eras	-0.2308	0.5877
Zic1	Eras	-0.1875	0.6493
Cdx2	Erbb2	0.2457	1.76
Dmrt1	Erbb2	0.6036	4.014
Elf5	Erbb2	-0.1846	0.6537
Esx1	Erbb2	0.228	1.69
Foxl2	Erbb2	0.2265	1.684
Grhl2	Erbb2	0.1907	1.551
Pou5f1	Erbb2	0.1823	1.521
Sox9	Erbb2	0.4321	2.704
Tcf3	Erbb2	0.3233	2.105
Cbx8	Erbb2ip	-0.226	0.5942
Cdx2	Erbb2ip	0.2532	1.791
Dmrt1	Erbb2ip	0.3954	2.485
Elf1	Erbb2ip	0.2729	1.874
Esx1	Erbb2ip	0.2927	1.962
Foxa1	Erbb2ip	0.2528	1.789
Foxl2	Erbb2ip	0.1947	1.565
Gata2	Erbb2ip	0.2528	1.789
Jun	Erbb2ip	0.23	1.698
Msc	Erbb2ip	-0.1896	0.6462
Nrip1	Erbb2ip	0.2354	1.719
Sox11	Erbb2ip	0.2132	1.633
Sox2	Erbb2ip	0.1809	1.516
Sox9	Erbb2ip	0.5298	3.386
Tcf3	Erbb2ip	0.2554	1.8
Zscan4c	Erbb2ip	0.1767	1.502
Ascl2	Erbb3	0.262	1.828
Bcl6	Erbb3	0.3486	2.231
Cdx2	Erbb3	0.4467	2.797
Eomes	Erbb3	0.5629	3.655
Esx1	Erbb3	0.6913	4.912
Foxc1	Erbb3	0.3272	2.124
Foxg1	Erbb3	-0.191	0.6441
Foxl2	Erbb3	0.7409	5.506
Gata2	Erbb3	0.1912	1.553
Gata3	Erbb3	0.2482	1.77
Gbx2	Erbb3	0.3019	2.004
Grhl2	Erbb3	0.2288	1.693
Hoxa9	Erbb3	0.2192	1.656
Klf4	Erbb3	0.7803	6.029
Myod1	Erbb3	0.4966	3.137
Nanog	Erbb3	0.3799	2.398
Nkx2-5	Erbb3	1.0265	10.629
Sox9	Erbb3	1.2391	17.342
T	Erbb3	0.1814	1.518
Tbx5	Erbb3	0.2033	1.596
Tcf3	Erbb3	0.3155	2.067
Tcfap2c	Erbb3	0.294	1.967
Zscan4c	Erbb3	0.427	2.673
Cdx2	Erc1	0.3243	2.11
Dmrt1	Erc1	0.3452	2.214
Esx1	Erc1	0.2662	1.845
Foxl2	Erc1	0.2497	1.777
Nkx2-5	Erc1	0.1812	1.517
Sox9	Erc1	0.31	2.041
Tcf3	Erc1	0.2359	1.721
Cdx2	Erc2	0.83	6.76
Dmrt1	Erc2	0.3251	2.113
Foxa1	Erc2	-0.2585	0.5514
Foxc1	Erc2	-0.2206	0.6017
Foxg1	Erc2	0.5386	3.456
Gata2	Erc2	-0.3944	0.4032
Grhl2	Erc2	0.2855	1.929
Hnf4a	Erc2	0.3811	2.404
Jun	Erc2	0.4137	2.592
Klf9	Erc2	-0.2984	0.503
Nkx2-5	Erc2	0.3894	2.451
Sox11	Erc2	0.2407	1.74
Sox7	Erc2	0.2372	1.726
Tbx5	Erc2	0.2926	1.961
Tgif1	Erc2	-0.3469	0.4498
Dmrt1	Ercc4	-0.1924	0.642
Elf1	Ercc4	0.2147	1.639
Eomes	Ercc4	-0.241	0.5741
Esx1	Ercc4	-0.2489	0.5637
Gata2	Ercc4	0.5629	3.655
Gata3	Ercc4	0.6014	3.993
Klf4	Ercc4	0.4433	2.775
Klf9	Ercc4	0.1803	1.514
Myc	Ercc4	-0.265	0.5432
Nr2f2	Ercc4	0.2498	1.777
Sox7	Ercc4	0.1899	1.548
Tcf3	Ercc4	-0.2411	0.5739
Zscan4c	Ercc4	0.1804	1.514
Esx1	Ercc5	0.2085	1.616
Foxg1	Ercc5	0.1984	1.579
Dmrt1	Ercc6	0.2687	1.856
Jun	Ercc6l	-0.2268	0.5931
Cdx2	Ercc8	-0.1933	0.6407
Dmrt1	Ercc8	-0.3061	0.4941
Esx1	Ercc8	-0.1883	0.6481
Sox9	Ercc8	-0.2154	0.6089
Tcf3	Ercc8	-0.1981	0.6337
Tcf3	Erdr1	0.2252	1.679
Dlx3	Erf	0.2427	1.748
Dmrt1	Erf	0.2782	1.897
Esx1	Erf	-0.2294	0.5896
Gata2	Erf	0.5401	3.468
Gata3	Erf	0.4171	2.612
Hesx1	Erf	0.2254	1.68
Klf3	Erf	-0.2638	0.5447
Myod1	Erf	0.1928	1.558
Sfpi1	Erf	0.397	2.494
Tbx3	Erf	0.1997	1.583
Tcfap2c	Erf	0.2223	1.668
Ugp2	Erf	0.1784	1.507
Zscan4c	Erf	-0.1901	0.6455
Cdx2	Erg	0.8913	7.785
Dlx3	Erg	0.3914	2.462
Dmrt1	Erg	0.8384	6.892
Elf5	Erg	0.2641	1.836
Eomes	Erg	0.5611	3.639
Foxa1	Erg	-0.3016	0.4993
Foxc1	Erg	-0.2384	0.5775
Gbx2	Erg	0.4047	2.539
Hesx1	Erg	0.3116	2.049
Nkx2-5	Erg	0.2285	1.692
Sfpi1	Erg	0.8358	6.851
Tbx5	Erg	-0.3003	0.5008
Tcf3	Erg	0.8194	6.597
Cdx2	Ergic1	-0.1798	0.6609
Esx1	Ergic1	-0.2932	0.509
Gata2	Ergic1	-0.2591	0.5506
Jun	Ergic1	0.2115	1.627
Klf4	Ergic1	-0.2565	0.5539
Mybl2	Ergic1	0.1979	1.577
Nr5a2	Ergic1	0.1958	1.569
Klf4	Erich1	0.196	1.57
Esx1	Erlin1	0.2234	1.672
Gata2	Erlin1	0.3362	2.168
Gata3	Erlin1	0.3558	2.268
Sox9	Ermn	1.8022	63.416
Atf3	Ermp1	0.1891	1.545
Dmrt1	Ermp1	-0.2567	0.5537
Fosl2	Ermp1	0.2468	1.765
Foxc1	Ermp1	0.1829	1.523
Foxl2	Ermp1	0.2033	1.596
Jun	Ermp1	0.2203	1.66
Klf4	Ermp1	-0.1955	0.6375
Msc	Ermp1	0.1943	1.564
Nkx2-5	Ermp1	-0.4085	0.3903
Sfpi1	Ermp1	-0.224	0.597
Cdx2	Ern1	0.4361	2.729
Dmrt1	Ern1	0.1846	1.529
Esx1	Ern1	0.1814	1.518
Ascl2	Ern2	-0.2062	0.622
Esx1	Ern2	0.2543	1.795
Jun	Ern2	-0.2083	0.619
Sox9	Ern2	-0.2624	0.5465
Cdx2	Ero1l	0.2907	1.952
Foxl2	Ero1l	0.2061	1.607
Gata2	Ero1l	0.2752	1.884
Sox11	Ero1l	-0.3522	0.4444
Ascl2	Ero1lb	0.2203	1.66
Cdx2	Ero1lb	0.2207	1.662
Gata2	Ero1lb	0.1762	1.5
Gata2	Erp29	0.2477	1.768
Gata3	Erp29	0.2095	1.619
Ascl1	Errfi1	0.1852	1.531
Cdx2	Errfi1	0.6053	4.029
Eomes	Errfi1	0.2726	1.873
Esx1	Errfi1	0.3506	2.241
Foxc1	Errfi1	0.1886	1.543
Foxg1	Errfi1	0.1849	1.53
Foxl2	Errfi1	0.39	2.454
Jun	Errfi1	0.4341	2.717
Myod1	Errfi1	0.1881	1.542
Nkx2-5	Errfi1	0.7624	5.786
Nrip1	Errfi1	0.2548	1.798
Sox9	Errfi1	0.445	2.786
Tcf3	Errfi1	0.4396	2.751
Hmga2	Erv3	0.2732	1.875
Nr2f1	Erv3	0.2096	1.62
Klf4	Es1	0.9753	9.447
Ascl1	Esam1	-0.2545	0.5565
Bcl6	Esam1	0.2003	1.585
Cdx2	Esam1	-0.4264	0.3746
Dmrt1	Esam1	-0.3165	0.4825
Elf5	Esam1	0.1899	1.548
Eomes	Esam1	-0.3187	0.48
Etv3	Esam1	0.1977	1.576
Foxa1	Esam1	-0.2826	0.5216
Foxc1	Esam1	-0.3153	0.4838
Foxp3	Esam1	0.2517	1.785
Id1	Esam1	0.2684	1.855
Klf3	Esam1	-0.1896	0.6462
Myod1	Esam1	-0.178	0.6637
Nr2f2	Esam1	0.2092	1.618
Nr5a2	Esam1	0.6137	4.108
Pou5f1	Esam1	-0.2134	0.6117
Rxra	Esam1	0.1829	1.523
Sfpi1	Esam1	0.4148	2.598
Sox2	Esam1	-0.3695	0.427
Sox7	Esam1	0.2358	1.721
Sox9	Esam1	-0.2391	0.5766
Tbx5	Esam1	0.3913	2.462
Tcf3	Esam1	-0.3009	0.5001
Zscan4c	Esam1	-0.2774	0.5279
Sox11	Esco1	-0.209	0.618
Cdx2	Esco2	-0.2537	0.5575
Dmrt1	Esco2	-0.4212	0.3791
Esx1	Esco2	-0.2567	0.5537
Gata2	Esco2	-0.24	0.5754
Jun	Esco2	-0.2349	0.5822
Nrip1	Esco2	-0.1882	0.6483
Sox11	Esco2	-0.2285	0.5908
Sox9	Esco2	-0.3409	0.4561
Tcf3	Esco2	-0.3177	0.4811
Dmrt1	Esd	0.2019	1.591
Esx1	Esd	0.2296	1.696
Fosl2	Esd	0.376	2.376
Foxl2	Esd	0.209	1.618
Jun	Esd	0.3419	2.197
Klf4	Esd	0.3833	2.417
Tcf3	Esd	0.3115	2.048
Cdx2	Esf1	-0.19	0.6456
Tcf3	Esf1	-0.2362	0.5804
Ascl1	Esm1	0.5562	3.599
Foxl2	Esm1	1.2321	17.064
Ascl1	Espn	0.2877	1.939
Ascl2	Espn	0.4738	2.977
Bcl6	Espn	0.3104	2.043
Dlx3	Espn	0.1878	1.54
Dmrt1	Espn	0.4597	2.882
Esx1	Espn	0.3996	2.509
Foxc1	Espn	0.3356	2.165
Foxl2	Espn	0.405	2.54
Gadd45a	Espn	-0.1967	0.6357
Gata2	Espn	0.3053	2.019
Gata3	Espn	0.2878	1.939
Grhl2	Espn	0.1906	1.55
Jun	Espn	0.2003	1.585
Myc	Espn	0.2326	1.708
Nkx2-5	Espn	0.3337	2.156
Nrip1	Espn	0.2263	1.683
Otx2	Espn	0.2017	1.591
Six1	Espn	-0.1824	0.657
Sox11	Espn	-0.2861	0.5174
Tcf3	Espn	0.5088	3.227
Tcfap2c	Espn	0.2008	1.587
Zscan4c	Espn	0.209	1.618
Cdx2	Esr1	0.7624	5.786
Dmrt1	Esr1	0.6337	4.302
Klf4	Esr1	0.6716	4.694
Sfpi1	Esr1	0.6863	4.856
Dmrt1	Esrra	0.2228	1.67
Elf1	Esrra	0.3452	2.214
Eomes	Esrra	0.1936	1.561
Gata2	Esrra	0.1957	1.569
Nkx2-5	Esrra	0.4219	2.641
Sfpi1	Esrra	0.2669	1.848
Tcf3	Esrra	0.2633	1.833
Ascl2	Esrrb	0.2537	1.793
Cdx2	Esrrb	-0.3907	0.4067
Ctbp2	Esrrb	0.2911	1.954
Dlx3	Esrrb	0.3929	2.471
Dmrt1	Esrrb	-0.5646	0.2725
Foxl2	Esrrb	-0.2325	0.5854
Gata2	Esrrb	-0.552	0.2805
Gbx2	Esrrb	0.2163	1.645
Hesx1	Esrrb	0.2858	1.931
Hoxa9	Esrrb	0.2726	1.873
Jun	Esrrb	-0.4775	0.333
Nrip1	Esrrb	-0.3064	0.4938
Otx2	Esrrb	-0.4151	0.3845
Pou5f1	Esrrb	-0.5165	0.3044
Sox11	Esrrb	-0.1933	0.6407
Sox9	Esrrb	-0.3981	0.3998
Tbx5	Esrrb	0.2932	1.964
Tcf3	Esrrb	-0.201	0.6295
Tcfap2c	Esrrb	0.2066	1.609
Tgif1	Esrrb	-0.4117	0.3875
Zic1	Esrrb	-0.2418	0.573
Cdx2	Esrrg	1.0623	11.542
Dmrt1	Esrrg	0.3207	2.092
Foxg1	Esrrg	0.591	3.899
Tcf3	Esrrg	0.4551	2.851
Ascl1	Esx1	0.7797	6.021
Ascl2	Esx1	1.1749	14.958
Bcl6	Esx1	0.5005	3.165
Cbx8	Esx1	-0.3959	0.4018
Cdx2	Esx1	1.0461	11.119
Dlx3	Esx1	1.5804	38.053
Dmrt1	Esx1	0.8905	7.771
Elf5	Esx1	0.2761	1.888
Eomes	Esx1	1.1497	14.115
Esx1	Esx1	1.0493	11.202
Etv3	Esx1	0.2428	1.749
Foxa1	Esx1	-0.2493	0.5632
Foxg1	Esx1	0.5253	3.351
Foxl2	Esx1	0.7537	5.671
Foxp3	Esx1	0.278	1.896
Gata2	Esx1	1.7466	55.795
Gata3	Esx1	1.6347	43.122
Gbx2	Esx1	0.38	2.398
Grhl2	Esx1	0.1862	1.535
Hesx1	Esx1	0.2387	1.732
Hnf4a	Esx1	-0.1902	0.6453
Jun	Esx1	1.0339	10.811
Klf4	Esx1	0.3908	2.459
Lhx2	Esx1	0.8024	6.344
Mef2c	Esx1	0.1886	1.543
Msc	Esx1	0.2746	1.881
Myc	Esx1	0.4903	3.092
Mycn	Esx1	0.3781	2.388
Myod1	Esx1	1.0513	11.253
Nkx2-5	Esx1	0.9128	8.18
Nr2f1	Esx1	0.3449	2.212
Nr2f2	Esx1	0.5201	3.312
Nrip1	Esx1	0.317	2.074
Rxra	Esx1	0.1865	1.536
Smad7	Esx1	0.2427	1.748
Sox11	Esx1	-0.2308	0.5877
Sox9	Esx1	0.3588	2.284
T	Esx1	0.5906	3.895
Tcf3	Esx1	1.1255	13.35
Tcf4	Esx1	0.2869	1.935
Tcfap2c	Esx1	0.3627	2.305
Zic1	Esx1	-0.2342	0.5831
Zscan4c	Esx1	0.6036	4.014
Cdx2	Etaa1	-0.2019	0.6282
Dmrt1	Etaa1	-0.305	0.4954
Elf1	Etaa1	-0.1822	0.6573
Esx1	Etaa1	-0.3201	0.4785
Gata2	Etaa1	-0.3808	0.4161
Gata3	Etaa1	-0.2687	0.5386
Jun	Etaa1	-0.2003	0.6305
Nkx2-5	Etaa1	-0.2389	0.5768
Sfpi1	Etaa1	-0.224	0.597
Sox9	Etaa1	-0.2597	0.5499
Tcf3	Etaa1	-0.4054	0.3931
Cdx2	Etfa	0.3247	2.112
Klf4	Etfb	0.196	1.57
Nkx2-5	Etfb	0.345	2.213
Nrip1	Etfb	-0.2053	0.6233
Sox11	Etfb	-0.2287	0.5906
Dmrt1	Etfdh	0.248	1.77
Esx1	Etfdh	0.2873	1.937
Gata2	Etfdh	0.2133	1.634
Myc	Etfdh	-0.1864	0.651
Nkx2-5	Etfdh	0.1835	1.525
Tcf3	Etfdh	0.2013	1.589
Dmrt1	Ethe1	0.3656	2.32
Esx1	Ethe1	0.2579	1.81
Foxa1	Ethe1	0.2854	1.929
Foxl2	Ethe1	0.179	1.51
Jun	Ethe1	0.2159	1.643
Klf4	Ethe1	0.1803	1.514
Tcf3	Ethe1	0.2823	1.915
Cdx2	Etl4	-0.2232	0.5981
Eomes	Etl4	-0.2673	0.5403
Sox2	Etl4	0.3288	2.132
Zscan4c	Etl4	-0.1902	0.6453
Cdx2	Etnk1	0.3762	2.377
Esx1	Etnk1	0.2867	1.935
Foxl2	Etnk1	0.2007	1.587
Foxp3	Etnk1	0.2696	1.86
Gata3	Etnk1	0.2796	1.903
Gbx2	Etnk1	0.3214	2.096
Hnf4a	Etnk1	0.2356	1.72
Klf4	Etnk1	-0.2564	0.5541
Myod1	Etnk1	0.2265	1.684
Rxra	Etnk1	0.2815	1.912
Sfpi1	Etnk1	0.2638	1.835
Tcfap2c	Etnk1	0.2031	1.596
Ascl1	Etnk2	-0.2704	0.5365
Atf3	Etnk2	-0.1782	0.6634
Cdx2	Etnk2	0.3476	2.226
Dlx3	Etnk2	-0.3022	0.4986
Gata2	Etnk2	-0.2583	0.5516
Gata3	Etnk2	-0.2624	0.5465
Gbx2	Etnk2	0.4782	3.007
Id1	Etnk2	0.223	1.671
Jun	Etnk2	-0.3229	0.4754
Klf3	Etnk2	-0.1918	0.6429
Klf4	Etnk2	0.2584	1.813
Myod1	Etnk2	-0.2333	0.5843
Nkx2-5	Etnk2	0.6324	4.289
Nrip1	Etnk2	-0.1902	0.6453
Sall4	Etnk2	0.2083	1.615
Sfpi1	Etnk2	0.2935	1.965
T	Etnk2	0.2715	1.868
Tcf3	Etnk2	-0.2394	0.5762
Tcf4	Etnk2	-0.2037	0.6256
Zic1	Etnk2	-0.2854	0.5183
Gata2	Etohi1	0.3187	2.083
Gata3	Etohi1	0.2197	1.658
Sox7	Etohi1	-0.1768	0.6655
Esx1	Etohi3	-0.3435	0.4534
Cdx2	Etohi7	-0.5217	0.3008
Bcl6	Etohi8	0.2827	1.917
Foxg1	Etohi8	0.3647	2.315
Ascl1	Ets1	0.4151	2.6
Ascl2	Ets1	0.3616	2.299
Dmrt1	Ets1	0.5218	3.325
Eomes	Ets1	0.2791	1.901
Esx1	Ets1	0.9525	8.963
Foxa1	Ets1	0.3732	2.361
Foxc1	Ets1	0.4684	2.94
Foxg1	Ets1	0.748	5.597
